name,location,price,area,bhk,price_cr,area_sqft,bhk_count,price_per_sqft
Godrej South Estate 4.0,"4 BHK Flat in Okhla, Delhi",₹8.8 Cr,"3,851 sqft",4 BHK,8.8,3851.0,4.0,22851.0
Green View Apartment,"3 BHK Flat in Mandi, Delhi",₹80 Lac,"1,450 sqft",3 BHK,0.8,1450.0,3.0,5517.0
"Geetanjali Enclave, Delhi, South Delhi","4 BHK Builder Floor in Geetanjali Enclave, Delhi",₹23 Cr,"8,100 sqft",4 BHK,23.0,8100.0,4.0,28395.0
"Vasant Vihar, Delhi, South Delhi","4 BHK Builder Floor in Vasant Vihar, Delhi",₹32 Cr,"6,300 sqft",4 BHK,32.0,6300.0,4.0,50794.0
"Chattarpur Enclave Phase 2, Delhi, South Delhi","3 BHK Builder Floor in Chattarpur Enclave Phase 2, Delhi",₹90.5 Lac,"7,200 sqft",3 BHK,0.905,7200.0,3.0,1257.0
"Block K Green Park Extension, Delhi, South Delhi","4 BHK Builder Floor in Block K Green Park Extension, Delhi",₹11 Cr,"3,200 sqft",4 BHK,11.0,3200.0,4.0,34375.0
"Paryavaran Complex, Delhi, South Delhi","1 BHK Builder Floor in Paryavaran Complex, Delhi",₹32 Lac,500 sqft,1 BHK,0.32,500.0,1.0,6400.0
"Chattarpur, Delhi, South Delhi","4 BHK Builder Floor in Chattarpur, Delhi",₹1.3 Cr,"4,500 sqft",4 BHK,1.3,4500.0,4.0,2889.0
"Block K Lajpat Nagar 2, Delhi, South Delhi","3 BHK Builder Floor in Block K Lajpat Nagar 2, Delhi",₹3.25 Cr,"1,800 sqft",3 BHK,3.25,1800.0,3.0,18056.0
"Vasant Kunj, Delhi, South Delhi","Residential land / Plot in Vasant Kunj, Delhi",₹30 Cr,"18,000 sqft",Plot/Land,30.0,18000.0,,16667.0
"Vasant Vihar, Delhi, South Delhi","4 BHK Builder Floor in Vasant Vihar, Delhi",₹17.9 Cr,"3,600 sqft",4 BHK,17.9,3600.0,4.0,49722.0
"Safdarjung Enclave, Delhi, South Delhi","4 BHK Builder Floor in Safdarjung Enclave, Delhi",₹8.9 Cr,"2,700 sqft",4 BHK,8.9,2700.0,4.0,32963.0
Builder Floor,"5 BHK Builder Floor in Greater Kailash 1, Delhi",₹9.5 Cr,"2,700 sqft",5 BHK,9.5,2700.0,5.0,35185.0
"CR Park, Delhi, South Delhi","4 BHK Builder Floor in CR Park, Delhi",₹8.25 Cr,"2,925 sqft",4 BHK,8.25,2925.0,4.0,28205.0
"Greater Kailash 2, Delhi, South Delhi","4 BHK Builder Floor in Greater Kailash 2, Delhi",₹8.11 Cr,"2,700 sqft",4 BHK,8.11,2700.0,4.0,30037.0
"Malviya Nagar, Delhi, South Delhi","3 BHK Builder Floor in Malviya Nagar, Delhi",₹2.26 Cr,"1,134 sqft",3 BHK,2.26,1134.0,3.0,19929.0
"Paryavaran Complex, Delhi, South Delhi","1 BHK Builder Floor in Paryavaran Complex, Delhi",₹34.5 Lac,450 sqft,1 BHK,0.345,450.0,1.0,7667.0
"Chattarpur, Delhi, South Delhi","5 Bedroom Farm house in Chattarpur, Delhi",₹28 Cr,"21,780 sqft",5 BHK,28.0,21780.0,5.0,12856.0
Farm land,"Residential land / Plot in Westend, Delhi",₹190 Cr,"1,28,502 sqft",Plot/Land,190.0,128502.0,,14786.0
DLF Kings Court 4.3,"3 BHK Flat in Greater Kailash 2, Delhi",₹15.25 Cr,"2,500 sqft",3 BHK,15.25,2500.0,3.0,61000.0
"Chattarpur, Delhi, South Delhi","3 BHK Builder Floor in Chattarpur, Delhi",₹80 Lac,"1,245 sqft",3 BHK,0.8,1245.0,3.0,6426.0
Godrej South Estate 4.0,"4 BHK Flat in Okhla, Delhi",₹8.85 Cr,"3,851 sqft",4 BHK,8.85,3851.0,4.0,22981.0
"South Extension 2, Delhi, South Delhi","4 BHK Builder Floor in South Extension 2, Delhi",₹10 Cr,"3,600 sqft",4 BHK,10.0,3600.0,4.0,27778.0
"Green Park Extension, Delhi, South Delhi","3 BHK Builder Floor in Green Park Extension, Delhi",₹9.1 Cr,"3,150 sqft",3 BHK,9.1,3150.0,3.0,28889.0
"Chattarpur, Delhi, South Delhi","5 Bedroom Farm house in Chattarpur, Delhi",₹25 Cr,"18,000 sqft",5 BHK,25.0,18000.0,5.0,13889.0
C R Park RWA,"3 BHK Builder Floor in CR Park, Delhi",₹6.71 Cr,"2,097 sqft",3 BHK,6.71,2097.0,3.0,31998.0
"Greater Kailash 2, Delhi, South Delhi","3 BHK Builder Floor in Greater Kailash 2, Delhi",₹6.21 Cr,"2,250 sqft",3 BHK,6.21,2250.0,3.0,27600.0
"Kalkaji, Delhi, South Delhi","3 BHK Builder Floor in Kalkaji, Delhi",₹5.2 Cr,"1,800 sqft",3 BHK,5.2,1800.0,3.0,28889.0
Gem's white House,"4 BHK Builder Floor in Chattarpur, Delhi",₹2.65 Cr,"4,500 sqft",4 BHK,2.65,4500.0,4.0,5889.0
"Chattarpur, Delhi, South Delhi","4 BHK Builder Floor in Chattarpur, Delhi",₹2.6 Cr,"4,500 sqft",4 BHK,2.6,4500.0,4.0,5778.0
DDA Pocket 7,"4 BHK Flat in Sector B Vasant Kunj, Delhi",₹5.5 Cr,"2,200 sqft",4 BHK,5.5,2200.0,4.0,25000.0
"Greater Kailash 2, Delhi, South Delhi","3 BHK Builder Floor in Greater Kailash 2, Delhi",₹7.5 Cr,"2,250 sqft",3 BHK,7.5,2250.0,3.0,33333.0
"Greater Kailash 3, Delhi, South Delhi","3 BHK Builder Floor in Greater Kailash 3, Delhi",₹6.5 Cr,"1,953 sqft",3 BHK,6.5,1953.0,3.0,33282.0
Park Facing,"4 BHK Builder Floor in Vasant Vihar, Delhi",₹11 Cr,"3,600 sqft",4 BHK,11.0,3600.0,4.0,30556.0
"B Block Chhatarpur Enclave Phase 2, Delhi, South Delhi","4 BHK Builder Floor in B Block Chhatarpur Enclave Phase 2, Delhi",₹1.1 Cr,"1,575 sqft",4 BHK,1.1,1575.0,4.0,6984.0
"Sultanpur, Delhi, South Delhi","3 BHK Builder Floor in Sultanpur, Delhi",₹95.81 Lac,"1,400 sqft",3 BHK,0.9581,1400.0,3.0,6844.0
DUPLEX OF BASMENT AND GROUND FLOOR,"3 BHK Builder Floor in Greater Kailash 1, Delhi",₹7.99 Cr,"3,000 sqft",3 BHK,7.99,3000.0,3.0,26633.0
"Greater Kailash 1, Delhi, South Delhi","4 BHK Builder Floor in Greater Kailash 1, Delhi",₹8.15 Cr,"2,700 sqft",4 BHK,8.15,2700.0,4.0,30185.0
beautiful second floor,"4 BHK Builder Floor in Kailash Colony, Delhi",₹13.25 Cr,"4,500 sqft",4 BHK,13.25,4500.0,4.0,29444.0
"Hauz Khas, Delhi, South Delhi","3 BHK Duplex Builder Floor in Hauz Khas, Delhi",₹7.9 Cr,"2,450 sqft",3 BHK,7.9,2450.0,3.0,32245.0
FIRST FLOOR,"4 BHK Builder Floor in Kailash Colony, Delhi",₹13.5 Cr,"4,500 sqft",4 BHK,13.5,4500.0,4.0,30000.0
Safdarjung Enclave Luxurious Builder Floors,"3 BHK Builder Floor in Safdarjung Enclave, Delhi",₹6.99 Cr,"2,160 sqft",3 BHK,6.99,2160.0,3.0,32361.0
FIRST FLOOR,"4 BHK Builder Floor in South Extension 2, Delhi",₹12.5 Cr,"4,500 sqft",4 BHK,12.5,4500.0,4.0,27778.0
NEW HEIGHT BRAND NEW,"4 BHK Builder Floor in South Extension 2, Delhi",₹23.5 Cr,"7,929 sqft",4 BHK,23.5,7929.0,4.0,29638.0
"Block C Lajpat Nagar 1, Delhi, South Delhi","2 BHK Builder Floor in Block C Lajpat Nagar 1, Delhi",₹1.75 Cr,"8,550 sqft",2 BHK,1.75,8550.0,2.0,2047.0
Luxury First Floor,"4 BHK Builder Floor in New Friends Colony, Delhi",₹11 Cr,"4,500 sqft",4 BHK,11.0,4500.0,4.0,24444.0
"Paryavaran Complex, Delhi, South Delhi","1 BHK Builder Floor in Paryavaran Complex, Delhi",₹30 Lac,500 sqft,1 BHK,0.3,500.0,1.0,6000.0
Chhattarpur Designer Builder Floor,"4 BHK Flat in Chattarpur Enclave, Delhi",₹1.5 Cr,"1,450 sqft",4 BHK,1.5,1450.0,4.0,10345.0
"Amar Colony D Block, Delhi, South Delhi","2 BHK Builder Floor in Amar Colony D Block, Delhi",₹1.55 Cr,"8,550 sqft",2 BHK,1.55,8550.0,2.0,1813.0
"Paryavaran Complex, Delhi, South Delhi","1 BHK Builder Floor in Paryavaran Complex, Delhi",₹33 Lac,450 sqft,1 BHK,0.33,450.0,1.0,7333.0
"Green Park Extension, Delhi, South Delhi","3 BHK Duplex Builder Floor in Green Park Extension, Delhi",₹6.75 Cr,"3,200 sqft",3 BHK,6.75,3200.0,3.0,21094.0
"Entire Terrace Rights,7 Star Specifications","4 BHK Builder Floor in Defence Colony, South Delhi",₹16 Cr,"2,925 sqft",4 BHK,16.0,2925.0,4.0,54701.0
"Green Park, Delhi, South Delhi","4 BHK Builder Floor in Green Park, Delhi",₹8.9 Cr,"3,150 sqft",4 BHK,8.9,3150.0,4.0,28254.0
"Chattarpur, Delhi, South Delhi","3 BHK Builder Floor in Chattarpur, Delhi",₹75 Lac,"1,100 sqft",3 BHK,0.75,1100.0,3.0,6818.0
"Vasant Kunj, Delhi, South Delhi","Residential land / Plot in Vasant Kunj, Delhi",₹20 Cr,"9,000 sqft",Plot/Land,20.0,9000.0,,22222.0
"Greater Kailash 2, Delhi, South Delhi","4 BHK Builder Floor in Greater Kailash 2, Delhi",₹7.1 Cr,"2,250 sqft",4 BHK,7.1,2250.0,4.0,31556.0
"Vasant Vihar, Delhi, South Delhi","4 BHK Duplex Builder Floor in Vasant Vihar, Delhi",₹15 Cr,"4,000 sqft",4 BHK,15.0,4000.0,4.0,37500.0
"South Extension 2, Delhi, South Delhi","4 BHK Builder Floor in South Extension 2, Delhi",₹14 Cr,"4,500 sqft",4 BHK,14.0,4500.0,4.0,31111.0
EXCULISVE TERRACE,"4 BHK Builder Floor in Vasant Vihar, Delhi",₹17 Cr,"3,600 sqft",4 BHK,17.0,3600.0,4.0,47222.0
"Chattarpur, Delhi, South Delhi","4 BHK Builder Floor in Chattarpur, Delhi",₹1.1 Cr,"4,050 sqft",4 BHK,1.1,4050.0,4.0,2716.0
"Chattarpur, Delhi, South Delhi","4 BHK Builder Floor in Chattarpur, Delhi",₹1.1 Cr,"1,890 sqft",4 BHK,1.1,1890.0,4.0,5820.0
"Chattarpur, Delhi, South Delhi","6 Bedroom Farm house in Chattarpur, Delhi",₹25 Cr,"18,000 sqft",6 BHK,25.0,18000.0,6.0,13889.0
lift and stilt,"3 BHK Builder Floor in Defence Colony, South Delhi",₹6.15 Cr,"1,953 sqft",3 BHK,6.15,1953.0,3.0,31490.0
PARK FACING,"3 BHK Builder Floor in Gulmohar park, Delhi",₹8.1 Cr,"1,800 sqft",3 BHK,8.1,1800.0,3.0,45000.0
BRAND NEW NEW HEIGHT FLOOR,"4 BHK Builder Floor in Kailash Colony, Delhi",₹10 Cr,"4,500 sqft",4 BHK,10.0,4500.0,4.0,22222.0
"Chattarpur, Delhi, South Delhi","4 BHK Builder Floor in Chattarpur, Delhi",₹1.35 Cr,"1,750 sqft",4 BHK,1.35,1750.0,4.0,7714.0
"Greater Kailash 1, Delhi, South Delhi","4 BHK Builder Floor in Greater Kailash 1, Delhi",₹8.97 Cr,"2,700 sqft",4 BHK,8.97,2700.0,4.0,33222.0
"Chattarpur, Delhi, South Delhi","3 BHK Builder Floor in Chattarpur, Delhi",₹80 Lac,"1,150 sqft",3 BHK,0.8,1150.0,3.0,6957.0
"Chattarpur, Delhi, South Delhi","4 BHK Builder Floor in Chattarpur, Delhi",₹1.3 Cr,"1,750 sqft",4 BHK,1.3,1750.0,4.0,7429.0
400 Yards First Floor 4BHK Brand New,"4 BHK Builder Floor in Vasant Vihar, Delhi",₹14.5 Cr,"3,600 sqft",4 BHK,14.5,3600.0,4.0,40278.0
400 yards first floor brand new,"4 BHK Builder Floor in Vasant Vihar, Delhi",₹12.75 Cr,"3,600 sqft",4 BHK,12.75,3600.0,4.0,35417.0
"East of Kailash, Delhi, South Delhi","3 BHK Duplex Builder Floor in East of Kailash, Delhi",₹3.75 Cr,800 sqft,3 BHK,3.75,800.0,3.0,46875.0
"Block E Greater Kailash 1, Delhi, South Delhi","4 BHK Builder Floor in Block E Greater Kailash 1, Delhi",₹9.45 Cr,"2,700 sqft",4 BHK,9.45,2700.0,4.0,35000.0
"Panchsheel Enclave, Delhi, South Delhi","3 BHK Builder Floor in Panchsheel Enclave, Delhi",₹8.5 Cr,"1,900 sqft",3 BHK,8.5,1900.0,3.0,44737.0
"Chattarpur, Delhi, South Delhi","2 BHK Builder Floor in Chattarpur, Delhi",₹50 Lac,750 sqft,2 BHK,0.5,750.0,2.0,6667.0
NEW HEIGHT BRAND NEW,"4 BHK Builder Floor in Sukhdev Vihar, Delhi",₹9.5 Cr,"4,500 sqft",4 BHK,9.5,4500.0,4.0,21111.0
Rwa South Extension,"4 BHK Builder Floor in South Extension 2, Delhi",₹12.9 Cr,"4,500 sqft",4 BHK,12.9,4500.0,4.0,28667.0
Facing South East,"3 BHK Builder Floor in Block C Defence Colony, Delhi",₹14.5 Cr,"2,925 sqft",3 BHK,14.5,2925.0,3.0,49573.0
second floor.,"3 BHK Builder Floor in Block A Defence Colony, Delhi",₹6.5 Cr,"1,953 sqft",3 BHK,6.5,1953.0,3.0,33282.0
Sky Mansion By Risland 3.8,"3 BHK Flat in Chattarpur, Delhi",₹4.97 Cr,"3,300 sqft",3 BHK,4.97,3300.0,3.0,15061.0
"Jonapur, Delhi, South Delhi","3 BHK Builder Floor in Jonapur, Delhi",₹83.57 Lac,"1,420 sqft",3 BHK,0.8357,1420.0,3.0,5885.0
Sector B Pocket 1,"3 BHK Flat in Sector B Vasant Kunj, Delhi",₹4.4 Cr,"1,800 sqft",3 BHK,4.4,1800.0,3.0,24444.0
"Defence Colony, South Delhi","3 BHK Builder Floor in Defence Colony, South Delhi",₹11 Cr,"2,997 sqft",3 BHK,11.0,2997.0,3.0,36703.0
"Defence Colony, South Delhi","3 BHK Builder Floor in Defence Colony, South Delhi",₹14 Cr,"2,925 sqft",3 BHK,14.0,2925.0,3.0,47863.0
RWA Greater Kailash 1 Block C,"4 BHK Builder Floor in Greater Kailash 1, Delhi",₹12 Cr,"2,700 sqft",4 BHK,12.0,2700.0,4.0,44444.0
Hargobind Enclave 4.0,"4 BHK Flat in Chattarpur, Delhi",₹1.15 Cr,"1,450 sqft",4 BHK,1.15,1450.0,4.0,7931.0
"Anand Niketan, Delhi, South Delhi","4 BHK Builder Floor in Anand Niketan, Delhi",₹18 Cr,"3,465 sqft",4 BHK,18.0,3465.0,4.0,51948.0
"Greater Kailash 1, Delhi, South Delhi","3 BHK Builder Floor in Greater Kailash 1, Delhi",₹5.8 Cr,"1,872 sqft",3 BHK,5.8,1872.0,3.0,30983.0
"Greater Kailash 1, Delhi, South Delhi","3 BHK Builder Floor in Greater Kailash 1, Delhi",₹5.72 Cr,"1,872 sqft",3 BHK,5.72,1872.0,3.0,30556.0
"Greater Kailash 1, Delhi, South Delhi","4 BHK Builder Floor in Greater Kailash 1, Delhi",₹8.75 Cr,"2,700 sqft",4 BHK,8.75,2700.0,4.0,32407.0
"Greater Kailash 1, Delhi, South Delhi","4 BHK Builder Floor in Greater Kailash 1, Delhi",₹7.99 Cr,"2,700 sqft",4 BHK,7.99,2700.0,4.0,29593.0
"Greater Kailash 2, Delhi, South Delhi","4 BHK Builder Floor in Greater Kailash 2, Delhi",₹8.21 Cr,"2,700 sqft",4 BHK,8.21,2700.0,4.0,30407.0
"Greater Kailash 2, Delhi, South Delhi","4 BHK Builder Floor in Greater Kailash 2, Delhi",₹7.93 Cr,"2,250 sqft",4 BHK,7.93,2250.0,4.0,35244.0
Corner,"4 BHK Builder Floor in South Extension 2, Delhi",₹11.55 Cr,"3,600 sqft",4 BHK,11.55,3600.0,4.0,32083.0
Godrej South Estate 4.0,"4 BHK Flat in Okhla, Delhi",₹8.7 Cr,"3,851 sqft",4 BHK,8.7,3851.0,4.0,22592.0
DDA Flats Sarita Vihar 4.1,"3 BHK Flat in Sarita Vihar, Delhi",₹2.65 Cr,"1,800 sqft",3 BHK,2.65,1800.0,3.0,14722.0
"Panchsheel Park, Delhi, South Delhi","4 BHK Builder Floor in Panchsheel Park, Delhi",₹16 Cr,"4,500 sqft",4 BHK,16.0,4500.0,4.0,35556.0
"Chattarpur, Delhi, South Delhi","4 BHK Builder Floor in Chattarpur, Delhi",₹2.2 Cr,"3,000 sqft",4 BHK,2.2,3000.0,4.0,7333.0
DDA B7 Vasant Kunj Apartment,"4 BHK Flat in Sector B Vasant Kunj, Delhi",₹5.5 Cr,"2,500 sqft",4 BHK,5.5,2500.0,4.0,22000.0
Sky Mansion By Risland 3.8,"3 BHK Flat in Chattarpur, Delhi",₹5.4 Cr,"3,255 sqft",3 BHK,5.4,3255.0,3.0,16590.0
"Anand Niketan, Delhi, South Delhi","4 BHK Duplex Builder Floor in Anand Niketan, Delhi",₹19.5 Cr,"4,500 sqft",4 BHK,19.5,4500.0,4.0,43333.0
"Anand Niketan, Delhi, South Delhi","4 BHK Builder Floor in Anand Niketan, Delhi",₹17.99 Cr,"3,600 sqft",4 BHK,17.99,3600.0,4.0,49972.0
"Greater Kailash 2, Delhi, South Delhi","4 BHK Builder Floor in Greater Kailash 2, Delhi",₹10.75 Cr,"2,799 sqft",4 BHK,10.75,2799.0,4.0,38407.0
"Greater Kailash 2, Delhi, South Delhi","4 BHK Builder Floor in Greater Kailash 2, Delhi",₹8.99 Cr,"3,150 sqft",4 BHK,8.99,3150.0,4.0,28540.0
"Greater Kailash 1, Delhi, South Delhi","4 BHK Builder Floor in Greater Kailash 1, Delhi",₹10 Cr,"2,790 sqft",4 BHK,10.0,2790.0,4.0,35842.0
"Greater Kailash 1, Delhi, South Delhi","4 BHK Builder Floor in Greater Kailash 1, Delhi",₹8.25 Cr,"2,700 sqft",4 BHK,8.25,2700.0,4.0,30556.0
"Gulmohar park, Delhi, South Delhi","4 BHK Builder Floor in Gulmohar park, Delhi",₹17 Cr,"4,500 sqft",4 BHK,17.0,4500.0,4.0,37778.0
"Hauz Khas Enclave, Delhi, South Delhi","4 BHK Builder Floor in Hauz Khas Enclave, Delhi",₹10.25 Cr,"2,700 sqft",4 BHK,10.25,2700.0,4.0,37963.0
"Paryavaran Complex, Delhi, South Delhi","3 BHK Builder Floor in Paryavaran Complex, Delhi",₹90 Lac,"1,125 sqft",3 BHK,0.9,1125.0,3.0,8000.0
"Greater Kailash 1, Delhi, South Delhi","5 Bedroom House in Greater Kailash 1, Delhi",₹23 Cr,"2,700 sqft",5 BHK,23.0,2700.0,5.0,85185.0
"Safdarjung Enclave, Delhi, South Delhi","4 BHK Builder Floor in Safdarjung Enclave, Delhi",₹8.98 Cr,"2,700 sqft",4 BHK,8.98,2700.0,4.0,33259.0
"Shivalik Colony, Delhi, South Delhi","3 BHK Builder Floor in Shivalik Colony, Delhi",₹4.95 Cr,"1,728 sqft",3 BHK,4.95,1728.0,3.0,28646.0
south asian university,"4 BHK Flat in Chattarpur, Delhi",₹1.45 Cr,"1,800 sqft",4 BHK,1.45,1800.0,4.0,8056.0
"Sarvpriya Vihar, Delhi, South Delhi","3 BHK Builder Floor in Sarvpriya Vihar, Delhi",₹6.65 Cr,"2,097 sqft",3 BHK,6.65,2097.0,3.0,31712.0
"Shivalik Colony, Delhi, South Delhi","3 BHK Builder Floor in Shivalik Colony, Delhi",₹6.75 Cr,"1,800 sqft",3 BHK,6.75,1800.0,3.0,37500.0
"East of Kailash, Delhi, South Delhi","3 BHK Builder Floor in East of Kailash, Delhi",₹5.4 Cr,"1,800 sqft",3 BHK,5.4,1800.0,3.0,30000.0
ground floor,"3 BHK Builder Floor in Hauz Khas Enclave, Delhi",₹6.45 Cr,"2,520 sqft",3 BHK,6.45,2520.0,3.0,25595.0
Terrace Right,"3 BHK Builder Floor in Green Park, Delhi",₹7.25 Cr,"1,800 sqft",3 BHK,7.25,1800.0,3.0,40278.0
LUXURY FIRST FLOOR,"4 BHK Builder Floor in Anand Niketan, Delhi",₹15 Cr,"3,465 sqft",4 BHK,15.0,3465.0,4.0,43290.0
Ground basement,"3 BHK Duplex Builder Floor in Greater Kailash 1, Delhi",₹7 Cr,"1,800 sqft",3 BHK,7.0,1800.0,3.0,38889.0
Terrace Right,"3 BHK Builder Floor in Greater Kailash 1, Delhi",₹6.75 Cr,"1,872 sqft",3 BHK,6.75,1872.0,3.0,36058.0
EXCLUISVE TERRACE RIGHT / PARK FACING,"4 BHK Builder Floor in Anand Niketan, Delhi",₹21 Cr,"3,600 sqft",4 BHK,21.0,3600.0,4.0,58333.0
TERRACE RIGHT,"4 BHK Builder Floor in Defence Colony, South Delhi",₹16 Cr,"2,925 sqft",4 BHK,16.0,2925.0,4.0,54701.0
"Chattarpur, Delhi, South Delhi","2 BHK Builder Floor in Chattarpur, Delhi",₹50 Lac,"4,050 sqft",2 BHK,0.5,4050.0,2.0,1235.0
RWA Apartment,"4 BHK Builder Floor in Navjeevan Vihar, Delhi",₹8.8 Cr,"2,700 sqft",4 BHK,8.8,2700.0,4.0,32593.0
RWA Greater Kailash 1 S Block,"3 BHK Duplex Builder Floor in Greater Kailash 1, Delhi",₹7 Cr,"1,450 sqft",3 BHK,7.0,1450.0,3.0,48276.0
"Rajpur Khurd Village, Delhi, South Delhi","2 BHK Builder Floor in Rajpur Khurd Village, Delhi",₹40 Lac,"1,935 sqft",2 BHK,0.4,1935.0,2.0,2067.0
builders floor,"4 BHK Builder Floor in Block H Kailash Colony, Delhi",₹6.25 Cr,"2,800 sqft",4 BHK,6.25,2800.0,4.0,22321.0
Greater Kailash 1 Builder Floors,"3 BHK Builder Floor in Greater Kailash 1, Delhi",₹6.25 Cr,"1,850 sqft",3 BHK,6.25,1850.0,3.0,33784.0
Godrej South Estate 4.0,"4 BHK Flat in Okhla, Delhi",₹8.3 Cr,"3,851 sqft",4 BHK,8.3,3851.0,4.0,21553.0
Godrej South Estate 4.0,"4 BHK Flat in Okhla, Delhi",₹8.2 Cr,"3,851 sqft",4 BHK,8.2,3851.0,4.0,21293.0
Godrej South Estate 4.0,"4 BHK Flat in Okhla, Delhi",₹8.15 Cr,"3,851 sqft",4 BHK,8.15,3851.0,4.0,21163.0
Godrej South Estate 4.0,"4 BHK Flat in Okhla Phase 1, Delhi",₹8.68 Cr,"3,851 sqft",4 BHK,8.68,3851.0,4.0,22540.0
Godrej South Estate 4.0,"4 BHK Flat in Okhla Phase 1, Delhi",₹8.5 Cr,"3,851 sqft",4 BHK,8.5,3851.0,4.0,22072.0
Godrej South Estate 4.0,"4 BHK Flat in Okhla Phase 1, Delhi",₹8.7 Cr,"3,851 sqft",4 BHK,8.7,3851.0,4.0,22592.0
Godrej South Estate 4.0,"4 BHK Flat in Okhla, Delhi",₹8.19 Cr,"3,851 sqft",4 BHK,8.19,3851.0,4.0,21267.0
Godrej South Estate 4.0,"4 BHK Flat in Okhla, Delhi",₹8.18 Cr,"3,851 sqft",4 BHK,8.18,3851.0,4.0,21241.0
Godrej South Estate 4.0,"4 BHK Flat in Okhla, Delhi",₹8.26 Cr,"3,851 sqft",4 BHK,8.26,3851.0,4.0,21449.0
"Greater Kailash 1, Delhi, South Delhi","3 BHK Builder Floor in Greater Kailash 1, Delhi",₹4.25 Cr,"1,872 sqft",3 BHK,4.25,1872.0,3.0,22703.0
DDA Flats Sarita Vihar 4.1,"3 BHK Flat in Sarita Vihar, Delhi",₹4 Cr,"1,655 sqft",3 BHK,4.0,1655.0,3.0,24169.0
"Shivalik Colony, Delhi, South Delhi","3 BHK Builder Floor in Shivalik Colony, Delhi",₹5.25 Cr,"1,600 sqft",3 BHK,5.25,1600.0,3.0,32812.0
THIRD FLOOR AND TERRACE,"3 BHK Builder Floor in South Extension 1, Delhi",₹5 Cr,"1,800 sqft",3 BHK,5.0,1800.0,3.0,27778.0
"Anand Niketan, Delhi, South Delhi","4 BHK Builder Floor in Anand Niketan, Delhi",₹19 Cr,"3,600 sqft",4 BHK,19.0,3600.0,4.0,52778.0
"Saket, Delhi, South Delhi","8 Bedroom House in Saket, Delhi",₹32 Cr,"4,950 sqft",8 BHK,32.0,4950.0,8.0,64646.0
NEW HEIGHT BRAND NEW,"3 BHK Builder Floor in Kailash Colony, Delhi",₹4.5 Cr,"1,440 sqft",3 BHK,4.5,1440.0,3.0,31250.0
THIRD FLOOR,"4 BHK Builder Floor in Kailash Colony, Delhi",₹15 Cr,"4,500 sqft",4 BHK,15.0,4500.0,4.0,33333.0
HAUZ KHA,"4 BHK Builder Floor in Hauz Khas, Delhi",₹8.25 Cr,"2,700 sqft",4 BHK,8.25,2700.0,4.0,30556.0
"Greater Kailash 2, Delhi, South Delhi","4 BHK Builder Floor in Greater Kailash 2, Delhi",₹6.05 Cr,"2,700 sqft",4 BHK,6.05,2700.0,4.0,22407.0
500 Yards First Floor 4BHK Lift,"4 BHK Builder Floor in Safdarjung Development Area, Delhi",₹11 Cr,"4,500 sqft",4 BHK,11.0,4500.0,4.0,24444.0
"Greater Kailash 2, Delhi, South Delhi","4 BHK Triplex Builder Floor in Greater Kailash 2, Delhi",₹13.5 Cr,"2,200 sqft",4 BHK,13.5,2200.0,4.0,61364.0
"Greater Kailash 1, Delhi, South Delhi","4 BHK Duplex Builder Floor in Greater Kailash 1, Delhi",₹30 Cr,"4,000 sqft",4 BHK,30.0,4000.0,4.0,75000.0
"Anand Niketan, Delhi, South Delhi","4 BHK Triplex Builder Floor in Anand Niketan, Delhi",₹18 Cr,"2,500 sqft",4 BHK,18.0,2500.0,4.0,72000.0
"Shivalik Colony, Delhi, South Delhi","3 BHK Builder Floor in Shivalik Colony, Delhi",₹4.55 Cr,"2,000 sqft",3 BHK,4.55,2000.0,3.0,22750.0
Cap Cloud MG8,"3 BHK Builder Floor in Chattarpur, Delhi",₹90 Lac,"1,125 sqft",3 BHK,0.9,1125.0,3.0,8000.0
Godrej South Estate 4.0,"4 BHK Flat in Okhla, Delhi",₹7.9 Cr,"3,851 sqft",4 BHK,7.9,3851.0,4.0,20514.0
Godrej South Estate 4.0,"4 BHK Flat in Okhla, Delhi",₹8.69 Cr,"3,851 sqft",4 BHK,8.69,3851.0,4.0,22566.0
DDA Kaveri Apartments 3.7,"1 BHK Flat in Sector D Vasant Kunj, Delhi",₹1.5 Cr,600 sqft,1 BHK,1.5,600.0,1.0,25000.0
"Sultanpur Extension, Delhi, South Delhi","3 BHK Builder Floor in Sultanpur Extension, Delhi",₹97.61 Lac,"7,650 sqft",3 BHK,0.9761,7650.0,3.0,1276.0
LUXURY FIRST FLOOR,"4 BHK Builder Floor in Soami Nagar, Delhi",₹9 Cr,"2,700 sqft",4 BHK,9.0,2700.0,4.0,33333.0
"Kalkaji, Delhi, South Delhi","3 BHK Builder Floor in Kalkaji, Delhi",₹3.75 Cr,"1,800 sqft",3 BHK,3.75,1800.0,3.0,20833.0
"Greater Kailash 1, Delhi, South Delhi","3 BHK Builder Floor in Greater Kailash 1, Delhi",₹6.9 Cr,"1,872 sqft",3 BHK,6.9,1872.0,3.0,36859.0
SECOND FLOOR,"4 BHK Builder Floor in Anand Niketan, Delhi",₹10 Cr,"2,520 sqft",4 BHK,10.0,2520.0,4.0,39683.0
"Gadaipur, Delhi, South Delhi","6 Bedroom Farm house in Gadaipur, Delhi",₹32 Cr,"15,750 sqft",6 BHK,32.0,15750.0,6.0,20317.0
